"VEGOBJEKT-ID";"TYPE-ID";"VERSJON";"FØRSTE FOREKOMST";"STARTDATO";"SLUTTDATO";"SIST MODIFISERT";"ALVORLIGHETSGRAD";"ANTALL ALVORLIG SKADET (STK)";"ANTALL ANDRE ENHETER (NY) (STK)";"ANTALL BUSS (NY) (STK)";"ANTALL DREPTE I ULYKKEN (STK)";"ANTALL ENHETER (STK)";"ANTALL FOTGJENGERE (NY) (STK)";"ANTALL KJØREFELT (STK)";"ANTALL LASTEBIL (NY) (STK)";"ANTALL LETT MC (NY) (STK)";"ANTALL LETTERE SKADET (STK)";"ANTALL LITEN ELEKTRISK MOTORVOGN (STK)";"ANTALL MC (NY) (STK)";"ANTALL MEGET ALVORLIG SKADET (STK)";"ANTALL MOPED (NY) (STK)";"ANTALL PERSONBIL (NY) (STK)";"ANTALL SKINNEGÅENDE MATERIELL (NY) (STK)";"ANTALL SYKKEL (NY) (STK)";"ANTALL TRAKTOR (NY) (STK)";"ANTALL UKJENTE ENHETER (NY) (STK)";"ANTALL VAREBIL (NY) (STK)";"ATK, INFLUENSSTREKNING (NY)";"DEKKETYPE";"FARTSDEMPENDE TILTAK (NY)";"FARTSGRENSE (KM/H)";"FORSTERKET VEGOPPMERKING";"FYLKENAVN (NY)";"FYLKENUMMER (NY)";"FYSISK MIDTDELER/MIDTREKKVERK";"FØREFORHOLD";"GEOMETRI, PUNKT";"HISTORISK ARM (NY)";"HISTORISK HP";"HISTORISK KILOMETERVERDI";"HISTORISK KRYSSDEL (NY)";"HISTORISK KRYSSDEL METERVERDI (NY)";"HISTORISK METERVERDI (NY)";"HISTORISK SIDEANLEGGSDEL (NY)";"HISTORISK SIDEANLEGGSDEL METERVERDI (NY)";"HISTORISK TRAFIKANTGRUPPE (NY)";"HISTORISK VEGDELSTREKNING (NY)";"HISTORISK VEGFASE (NY)";"HISTORISK VEGKATEGORI";"HISTORISK VEGNUMMER";"HISTORISK VEGSTATUS";"HISTORISK VEGSTREKNING (NY)";"KJØREFELTTYPE";"KOMMUNENAVN (NY)";"KOMMUNENUMMER (NY)";"LYSFORHOLD";"MC-SKINNE (NY)";"MÅNED (NY)";"REGULERING GANGFELT (NY)";"REGULERING VEGKRYSS (NY)";"STEDFESTINGENS NØYAKTIGHET";"STEDSFORHOLD";"TEMPERATUR (ºC)";"TETTSTED";"UID (NY)";"UKEDAG";"UKEDAGSTYPE (NY)";"ULYKKESDATO";"ULYKKESKLOKKESLETT";"ULYKKESKODE";"ULYKKESTYPE (NY)";"ULYKKESTYPE UNDERKATEGORI (NY)";"VEGBELYSNING (NY)";"VEGBREDDE (M)";"VEGTYPE";"VINTERDRIFTSKLASSE (NY)";"VÆRFORHOLD";"ÅDT (NY)";"ÅR (NY)";"LOK.KOMMUNE";"LOK.KOMMUNENUMMER";"LOK.FYLKE";"LOK.FYLKESNUMMER";"LOK.RIKSVEGRUTE";"LOK.KONTRAKTSOMRÅDE";"LOK.VEGSYSTEMREFERANSE";"LOK.VEGKATEGORI";"LOK.FASE";"LOK.VEGNUMMER";"LOK.STREKNING";"LOK.DELSTREKNING";"FRA METER";"TIL METER";"VEGLENKESEKVENSID";"STARTPOSISJON";"SLUTTPOSISJON";"STREKNING.RETNING";"SIDEPOSISJON";"TYPEVEG";"LENGDE";"MOR";"BARN";"GEOMETRI"
"343739908";"570";"1";"1";"2012-06-21";"";"2023-01-25T14:48";"";"";"0";"0";"";"2";"0";"4";"1";"0";"";"";"0";"";"0";"0";"0";"1";"0";"0";"0";"Nei";"Asfalt, oljegrus";"Ukjent";"50";"Ukjent";"Oslo";"3";"Ja";"Tørr, bar veg";"POINT (262867 6649135)";"Nei";"";"";"";"";"";"";"";"K";"";"V";"Riksveg";"162";"";"";"Vanlig kjørefelt";"Oslo";"301";"Dagslys";"";"6";"Ukjent";"Ukjent";"";"3-armet kryss (T-kryss, Y-kryss)";"20";"Tettsted";"UID1000255881";"Torsdag";"Yrkesdøgn";"2012-06-21";"14:40:00";"Påkjøring forøvrig ved høyresving";"Kryssende kjøreretning";"Ulykke ved avsvinging fra samme kjøreretning";"Nei";"17,6";"Vanlig veg/gate";"";"God sikt, opphold";"23300";"2012";"Oslo";"301";"Oslo";"3";"RUTE3 2014-2023 / 2018-2029";"0303 RIKSVEGER OSLO 2016-2021,Drift Elektro veglyskontrakt Oslo og Akershus,9104 Oslo-Gardermoen 2021-2026,9151 Stor-Oslo veglys 2023-2027,9151 Stor-Oslo veglys 2021-2023,Vegoppmerking Oslo 2021-2023,Drifts- og vedlikeholdskontrakt for signalanlegg i Region øst 2018-2022,9161 Oslo Elektro 2023-2028";"RV162 S1D1 m2266";"Riksveg";"Eksisterende";"162";"1";"1";"2265,623";"2265,623";"625515";"0,55863777";"0,55863777";"";"";"kanalisertVeg";"0";"716:517870976,716:519260549,716:706974829,716:795659922,717:517870706,717:519260316,717:655792232,717:706974634,717:795659741,880:600163254";"571:343739907,571:343739910";"POINT Z(262866.943 6649153.86 2.958)"
"343739932";"570";"1";"1";"2012-06-24";"";"2023-07-24T10:59:32";"";"";"0";"0";"";"3";"0";"2";"0";"0";"";"";"0";"";"0";"3";"0";"0";"0";"0";"0";"Nei";"Asfalt, oljegrus";"Ukjent";"50";"Ukjent";"Oslo";"3";"Nei";"Våt, bar veg";"POINT (262516 6649604)";"Nei";"";"";"";"";"";"";"";"K";"";"V";"Riksveg";"162";"";"";"Svingefelt venstre / høyre";"Oslo";"301";"Mørkt med vegbelysning";"";"6";"Ukjent";"Ukjent";"";"4 armet kryss (X-kryss)";"14";"Tettsted";"UID1000255884";"Søndag";"Helgedøgn";"2012-06-24";"03:13:00";"Påkjøring bakfra";"Samme kjøreretning";"Ulykke mellom kjøretøy med samme kjøreretning";"Ja";"9,9";"Vanlig veg/gate";"";"Dårlig sikt, nedbør";"2936";"2012";"Oslo";"301";"Oslo";"3";"RUTE3 2014-2023 / 2018-2029";"0303 RIKSVEGER OSLO 2016-2021,Drift Elektro veglyskontrakt Oslo og Akershus,9104 Oslo-Gardermoen 2021-2026,9151 Stor-Oslo veglys 2023-2027,9151 Stor-Oslo veglys 2021-2023,Vegoppmerking Oslo 2021-2023,Drifts- og vedlikeholdskontrakt for signalanlegg i Region øst 2018-2022,9161 Oslo Elektro 2023-2028";"RV162 S1D1 m2778 KD3 m217";"Riksveg";"Eksisterende";"162";"1";"1";"216,603";"216,603";"625522";"0,88300433";"0,88300433";"";"";"kanalisertVeg";"0";"";"571:343739931,571:343739934,571:343739936";"POINT Z(262516.729 6649605.228 8.329)"
"343739969";"570";"1";"1";"2012-06-27";"";"2023-07-26T10:16:47";"";"";"0";"0";"";"2";"0";"2";"0";"0";"";"";"0";"";"0";"1";"0";"1";"0";"0";"0";"Nei";"Asfalt, oljegrus";"Ukjent";"50";"Ukjent";"Oslo";"3";"Ja";"Tørr, bar veg";"POINT (262255 6649729)";"Nei";"";"";"";"";"";"";"";"K";"";"V";"Riksveg";"162";"";"";"Vanlig kjørefelt";"Oslo";"301";"Dagslys";"";"6";"Ukjent";"Ukjent";"";"Tunnel (primært for motorkjøretøy)";"";"Ikke tettsted";"UID1000255888";"Onsdag";"Yrkesdøgn";"2012-06-27";"12:00:00";"Høyresving foran kjørende i samme retning";"Kryssende kjøreretning";"Ulykke ved kryssende kjøreretning hvor kjøretøy foretar avsvingning";"Nei";"12,3";"Vanlig veg/gate";"";"God sikt, opphold";"18500";"2012";"Oslo";"301";"Oslo";"3";"RUTE3 2014-2023 / 2018-2029";"0303 RIKSVEGER OSLO 2016-2021,0310 Tunnel Oslo 2020-2025,9104 Oslo-Gardermoen 2021-2026,Vegoppmerking Oslo 2021-2023,Drifts- og vedlikeholdskontrakt for signalanlegg i Region øst 2018-2022,Drift og vedlikehold av elektriske anlegg Oslo Asker og Bærum 2018-2023,9161 Oslo Elektro 2023-2028";"RV162 S1D1 m3143";"Riksveg";"Eksisterende";"162";"1";"1";"3142,57";"3142,57";"625517";"0,39199614";"0,39199614";"";"";"kanalisertVeg";"0";"717:517870707,717:519260317,717:655792233,717:706974635,717:795659742";"571:343739968,571:343739971";"POINT Z(262253.003 6649730.194 16.155)"
"349583116";"570";"1";"1";"2012-07-05";"";"2023-07-26T10:16:47";"";"";"0";"0";"";"2";"0";"5";"0";"0";"";"";"0";"";"0";"1";"0";"1";"0";"0";"0";"Nei";"Asfalt, oljegrus";"Ukjent";"50";"Ukjent";"Oslo";"3";"Nei";"Ukjent";"POINT (261581 6649805)";"Nei";"";"";"";"";"";"";"";"K";"";"V";"Riksveg";"162";"";"";"Vanlig kjørefelt";"Oslo";"301";"Ukjent";"";"7";"Ukjent";"Ukjent";"";"4 armet kryss (X-kryss)";"";"Tettsted";"UID1000256396";"Torsdag";"Yrkesdøgn";"2012-07-05";"18:11:00";"Påkjøring forøvrig ved høyresving";"Kryssende kjøreretning";"Ulykke ved avsvinging fra samme kjøreretning";"Nei";"16";"Vanlig veg/gate";"";"Ukjent";"22000";"2012";"Oslo";"301";"Oslo";"3";"RUTE3 2014-2023 / 2018-2029";"0303 RIKSVEGER OSLO 2016-2021,Drift Elektro veglyskontrakt Oslo og Akershus,9104 Oslo-Gardermoen 2021-2026,9151 Stor-Oslo veglys 2023-2027,9151 Stor-Oslo veglys 2021-2023,Vegoppmerking Oslo 2021-2023,Drifts- og vedlikeholdskontrakt for signalanlegg i Region øst 2018-2022,9161 Oslo Elektro 2023-2028";"RV162 S1D1 m3985";"Riksveg";"Eksisterende";"162";"1";"1";"3984,581";"3984,581";"625517";"0,8838594";"0,8838594";"";"";"kanalisertVeg";"0";"716:517870980,716:519260553,716:655792431,717:517870707,717:519260317,717:655792233,717:706974636,880:600163255";"571:349583115,571:349583118";"POINT Z(261588.201 6649799.746 12.147)"
"349583133";"570";"1";"1";"2012-07-07";"";"2023-07-24T10:59:32";"";"";"0";"0";"";"1";"0";"2";"0";"0";"";"";"0";"";"0";"1";"0";"0";"0";"0";"0";"Nei";"Asfalt, oljegrus";"Ukjent";"50";"Ukjent";"Oslo";"3";"Nei";"Våt, bar veg";"POINT (262601 6649486)";"Nei";"";"";"";"";"";"";"";"K";"";"V";"Riksveg";"162";"";"";"Vanlig kjørefelt";"Oslo";"301";"Mørkt med vegbelysning";"";"7";"Ukjent";"Ukjent";"";"4 armet kryss (X-kryss)";"";"Tettsted";"UID1000256399";"Lørdag";"Helgedøgn";"2012-07-07";"03:40:00";"Enslig kjøretøy kjørte utfor ved avsvinging i kryss o.l.";"Utforkjøring";"Enslig kjøretøy kjørte utfor vegen";"Ja";"9,2";"Vanlig veg/gate";"";"God sikt, nedbør";"4145";"2012";"Oslo";"301";"Oslo";"3";"RUTE3 2014-2023 / 2018-2029";"0303 RIKSVEGER OSLO 2016-2021,Drift Elektro veglyskontrakt Oslo og Akershus,9104 Oslo-Gardermoen 2021-2026,9151 Stor-Oslo veglys 2023-2027,9151 Stor-Oslo veglys 2021-2023,Vegoppmerking Oslo 2021-2023,Drifts- og vedlikeholdskontrakt for signalanlegg i Region øst 2018-2022,9161 Oslo Elektro 2023-2028";"RV162 S1D1 m2778 KD1 m240";"Riksveg";"Eksisterende";"162";"1";"1";"239,852";"239,852";"625521";"0,6836392";"0,6836392";"";"";"enkelBilveg";"0";"716:517870987,716:519260557,716:655792435,716:706974835,717:517870710,717:519260319";"571:349583132";"POINT Z(262587.346 6649487.363 5.288)"
"349583161";"570";"1";"1";"2012-07-10";"";"2023-07-26T10:16:47";"";"";"0";"0";"";"2";"1";"2";"0";"0";"";"";"0";"";"0";"0";"0";"0";"0";"0";"1";"Nei";"Asfalt, oljegrus";"Ukjent";"50";"Ukjent";"Oslo";"3";"Nei";"Våt, bar veg";"POINT (261510 6649672)";"Nei";"";"";"";"";"";"";"";"K";"";"V";"Riksveg";"162";"";"";"Vanlig kjørefelt";"Oslo";"301";"Dagslys";"";"7";"Ukjent";"Ukjent";"";"Vegstrekning utenfor kryss/avkjørsel";"17";"Tettsted";"UID1000256405";"Tirsdag";"Yrkesdøgn";"2012-07-10";"18:58:00";"Fotgjenger krysset kjørebanen på hitsiden av krysset";"Fotgjenger/akende";"Fotgjenger krysset kjørebanen";"Nei";"15,1";"Vanlig veg/gate";"";"Dårlig sikt, nedbør";"11000";"2012";"Oslo";"301";"Oslo";"3";"RUTE3 2014-2023 / 2018-2029";"0303 RIKSVEGER OSLO 2016-2021,Drift Elektro veglyskontrakt Oslo og Akershus,9104 Oslo-Gardermoen 2021-2026,9151 Stor-Oslo veglys 2023-2027,9151 Stor-Oslo veglys 2021-2023,Vegoppmerking Oslo 2021-2023,Drifts- og vedlikeholdskontrakt for signalanlegg i Region øst 2018-2022,9161 Oslo Elektro 2023-2028";"RV162 S1D1 m4545";"Riksveg";"Eksisterende";"162";"1";"1";"4545,019";"4545,019";"625520";"0,83829262";"0,83829262";"";"";"enkelBilveg";"0";"716:517871171,716:519260738,716:655792568,717:655792296,880:600163305";"571:349583160,571:349583163";"POINT Z(261509.356 6649672.596 11.222)"
"358832861";"570";"1";"1";"2012-08-13";"";"2023-07-26T10:16:47";"";"";"0";"0";"";"3";"0";"4";"0";"0";"";"";"0";"";"1";"2";"0";"0";"0";"0";"0";"Nei";"Asfalt, oljegrus";"Ukjent";"50";"Ukjent";"Oslo";"3";"Ja";"Tørr, bar veg";"POINT (262023 6649723)";"Nei";"";"";"";"";"";"";"";"K";"";"V";"Riksveg";"162";"";"";"Vanlig kjørefelt";"Oslo";"301";"Mørkt med vegbelysning";"";"8";"Ukjent";"Ukjent";"";"Tunnel (primært for motorkjøretøy)";"";"Ikke tettsted";"UID1000256930";"Mandag";"Yrkesdøgn";"2012-08-13";"07:40:00";"Påkjøring bakfra";"Samme kjøreretning";"Ulykke mellom kjøretøy med samme kjøreretning";"Ja";"18,8";"Vanlig veg/gate";"";"God sikt, opphold";"18500";"2012";"Oslo";"301";"Oslo";"3";"RUTE3 2014-2023 / 2018-2029";"0303 RIKSVEGER OSLO 2016-2021,0310 Tunnel Oslo 2020-2025,9104 Oslo-Gardermoen 2021-2026,Vegoppmerking Oslo 2021-2023,Drifts- og vedlikeholdskontrakt for signalanlegg i Region øst 2018-2022,Drift og vedlikehold av elektriske anlegg Oslo Asker og Bærum 2018-2023,9161 Oslo Elektro 2023-2028";"RV162 S1D1 m3376";"Riksveg";"Eksisterende";"162";"1";"1";"3375,58";"3375,58";"625517";"0,52827527";"0,52827527";"";"";"kanalisertVeg";"0";"717:517870707,717:519260317,717:655792233,717:706974635,717:795659742,880:600163255";"571:358832860,571:358832863,571:358832865";"POINT Z(262021.964 6649717.915 9.458)"
"358832958";"570";"1";"1";"2012-08-19";"";"2023-07-26T10:16:47";"";"";"0";"0";"";"2";"0";"5";"0";"0";"";"";"0";"";"0";"1";"0";"0";"0";"0";"1";"Nei";"Asfalt, oljegrus";"Ukjent";"50";"Ukjent";"Oslo";"3";"Nei";"Våt, bar veg";"POINT (261597 6649818)";"Nei";"";"";"";"";"";"";"";"K";"";"V";"Riksveg";"162";"";"";"Vanlig kjørefelt";"Oslo";"301";"Mørkt med vegbelysning";"";"8";"Ukjent";"Ukjent";"";"4 armet kryss (X-kryss)";"";"Tettsted";"UID1000256948";"Søndag";"Helgedøgn";"2012-08-19";"01:30:00";"Påkjøring bakfra";"Samme kjøreretning";"Ulykke mellom kjøretøy med samme kjøreretning";"Nei";"17,5";"Vanlig veg/gate";"";"Dårlig sikt, nedbør";"18000";"2012";"Oslo";"301";"Oslo";"3";"RUTE3 2014-2023 / 2018-2029";"0303 RIKSVEGER OSLO 2016-2021,Drift Elektro veglyskontrakt Oslo og Akershus,9104 Oslo-Gardermoen 2021-2026,9151 Stor-Oslo veglys 2023-2027,9151 Stor-Oslo veglys 2021-2023,Vegoppmerking Oslo 2021-2023,Drifts- og vedlikeholdskontrakt for signalanlegg i Region øst 2018-2022,9161 Oslo Elektro 2023-2028";"RV162 S1D1 m3964";"Riksveg";"Eksisterende";"162";"1";"1";"3964,367";"3964,367";"625517";"0,87221741";"0,87221741";"";"";"kanalisertVeg";"0";"716:517870979,716:519260552,716:655792430,716:706974831,716:795659924,717:517870707,717:519260317,717:655792233,717:706974636,880:600163255";"571:358832957,571:358832960";"POINT Z(261600.346 6649815.87 12.285)"
"363868250";"570";"1";"1";"2012-09-09";"";"2022-09-16T15:12:36";"";"";"0";"1";"";"2";"0";"2";"0";"0";"";"";"0";"";"0";"1";"0";"0";"0";"0";"0";"Nei";"Asfalt, oljegrus";"Ukjent";"50";"Ukjent";"Oslo";"3";"Nei";"Tørr, bar veg";"POINT (262751 6649209)";"Nei";"";"";"";"";"";"";"";"K";"";"V";"Riksveg";"162";"";"";"Vanlig kjørefelt";"Oslo";"301";"Mørkt med vegbelysning";"";"9";"Ukjent";"Ukjent";"";"Rundkjøring";"";"Ikke tettsted";"UID1000257554";"Søndag";"Helgedøgn";"2012-09-09";"21:15:00";"Påkjøring av forankjørende ved skifte av felt til venstre";"Samme kjøreretning";"Ulykke mellom kjøretøy med samme kjøreretning";"Nei";"7,6";"Vanlig veg/gate";"";"God sikt, opphold";"";"2012";"Oslo";"301";"Oslo";"3";"RUTE3 2014-2023 / 2018-2029";"0303 RIKSVEGER OSLO 2016-2021,Drift Elektro veglyskontrakt Oslo og Akershus,9104 Oslo-Gardermoen 2021-2026,9151 Stor-Oslo veglys 2023-2027,9151 Stor-Oslo veglys 2021-2023,Vegoppmerking Oslo 2021-2023,Drifts- og vedlikeholdskontrakt for signalanlegg i Region øst 2018-2022,9161 Oslo Elektro 2023-2028";"RV162 S1D1 m2312 KD6 m20";"Riksveg";"Eksisterende";"162";"1";"1";"19,539";"19,539";"625527";"0,29694598";"0,29694598";"";"";"rundkjøring";"0";"716:517870977,716:519260550,716:655792428,716:706974830,716:795659923,717:517870706,717:519260316,717:655792232,717:706974634,717:795659741,880:600163254";"571:363868249,571:363868253";"POINT Z(262751.272 6649208.611 3.258)"
"364661455";"570";"1";"1";"2012-05-26";"";"2023-07-26T10:16:47";"";"";"0";"0";"";"2";"0";"2";"0";"0";"";"";"0";"";"0";"1";"0";"1";"0";"0";"0";"Nei";"Asfalt, oljegrus";"Ukjent";"50";"Ukjent";"Oslo";"3";"Nei";"Tørr, bar veg";"POINT (262534 6649584)";"Nei";"";"";"";"";"";"";"";"K";"";"V";"Riksveg";"162";"";"";"Vanlig kjørefelt";"Oslo";"301";"Dagslys";"";"5";"Ukjent";"Ukjent";"";"4 armet kryss (X-kryss)";"";"Tettsted";"UID1000257944";"Lørdag";"Helgedøgn";"2012-05-26";"20:00:00";"Avsvinging til venstre foran kjørende i motsatt retning";"Kryssende kjøreretning";"Ulykke ved avsvinging fra motsatte kjøreretning";"Ja";"7,6";"Vanlig veg/gate";"";"God sikt, opphold";"15400";"2012";"Oslo";"301";"Oslo";"3";"RUTE3 2014-2023 / 2018-2029";"0303 RIKSVEGER OSLO 2016-2021,0310 Tunnel Oslo 2020-2025,9104 Oslo-Gardermoen 2021-2026,Vegoppmerking Oslo 2021-2023,Drifts- og vedlikeholdskontrakt for signalanlegg i Region øst 2018-2022,Drift og vedlikehold av elektriske anlegg Oslo Asker og Bærum 2018-2023,9161 Oslo Elektro 2023-2028";"RV162 S1D1 m2814";"Riksveg";"Eksisterende";"162";"1";"1";"2814,239";"2814,239";"625517";"0,19997105";"0,19997105";"";"";"enkelBilveg";"0";"717:517870706,717:519260316,717:655792232,717:706974635,717:795659742,880:600163254";"571:364661454,571:364661457";"POINT Z(262534.111 6649584.121 1.86)"
"369560086";"570";"1";"1";"2012-10-17";"";"2023-07-24T10:59:32";"";"";"0";"0";"";"2";"1";"2";"0";"0";"";"";"0";"";"0";"1";"0";"0";"0";"0";"0";"Nei";"Asfalt, oljegrus";"Ukjent";"50";"Ukjent";"Oslo";"3";"Nei";"Våt, bar veg";"POINT (262589 6649499)";"Nei";"";"";"";"";"";"";"";"K";"";"V";"Riksveg";"162";"";"";"Vanlig kjørefelt";"Oslo";"301";"Mørkt med vegbelysning";"";"10";"Ukjent";"Ukjent";"";"4 armet kryss (X-kryss)";"8";"Tettsted";"UID1000258133";"Onsdag";"Yrkesdøgn";"2012-10-17";"23:50:00";"Fotgjenger krysset kjørebanen på bortsiden av krysset";"Fotgjenger/akende";"Fotgjenger krysset kjørebanen";"Ja";"9,3";"Vanlig veg/gate";"";"God sikt, nedbør";"4145";"2012";"Oslo";"301";"Oslo";"3";"RUTE3 2014-2023 / 2018-2029";"0303 RIKSVEGER OSLO 2016-2021,Drift Elektro veglyskontrakt Oslo og Akershus,9104 Oslo-Gardermoen 2021-2026,9151 Stor-Oslo veglys 2023-2027,9151 Stor-Oslo veglys 2021-2023,Vegoppmerking Oslo 2021-2023,Drifts- og vedlikeholdskontrakt for signalanlegg i Region øst 2018-2022,9161 Oslo Elektro 2023-2028";"RV162 S1D1 m2778 KD1 m251";"Riksveg";"Eksisterende";"162";"1";"1";"250,99";"250,99";"625521";"0,71424141";"0,71424141";"";"";"enkelBilveg";"0";"716:517870987,716:519260557,716:655792435,716:706974835,717:517870710,717:519260319";"571:369560085,571:369560088";"POINT Z(262585.983 6649498.328 5.76)"
"369561710";"570";"1";"1";"2012-06-15";"";"2023-01-25T14:48";"";"";"0";"1";"";"2";"0";"2";"0";"0";"";"";"0";"";"0";"1";"0";"0";"0";"0";"0";"Nei";"Asfalt, oljegrus";"Ukjent";"50";"Ukjent";"Oslo";"3";"Nei";"Ukjent";"POINT (262998 6649097)";"Nei";"";"";"";"";"";"";"";"K";"";"V";"Riksveg";"162";"";"";"Vanlig kjørefelt";"Oslo";"301";"Dagslys";"";"6";"Ukjent";"Ukjent";"";"Rundkjøring";"";"Tettsted";"UID1000258449";"Fredag";"Yrkesdøgn";"2012-06-15";"15:00:00";"Kjøring i parallelle kjørefelter forøvrig";"Samme kjøreretning";"Ulykke mellom kjøretøy med samme kjøreretning";"Nei";"17,1";"Vanlig veg/gate";"";"Ukjent";"";"2012";"Oslo";"301";"Oslo";"3";"RUTE3 2014-2023 / 2018-2029";"0303 RIKSVEGER OSLO 2016-2021,Drift Elektro veglyskontrakt Oslo og Akershus,9104 Oslo-Gardermoen 2021-2026,9151 Stor-Oslo veglys 2023-2027,9151 Stor-Oslo veglys 2021-2023,Vegoppmerking Oslo 2021-2023,Drifts- og vedlikeholdskontrakt for signalanlegg i Region øst 2018-2022,9161 Oslo Elektro 2023-2028";"RV162 S1D1 m2312 KD1 m44";"Riksveg";"Eksisterende";"162";"1";"1";"43,69";"43,69";"625526";"0,61005938";"0,61005938";"";"";"rundkjøring";"0";"716:517871032,716:519260548,716:519260592,716:655792434,716:706974834,716:795659927,717:517870706,717:517870709,717:519260316,717:706974638,717:795659744,880:600163257";"571:369561709,571:373765955";"POINT Z(262998.022 6649097.024 2.058)"
"370768373";"570";"1";"1";"2012-11-15";"";"2023-07-26T15:05:22";"";"";"0";"0";"";"2";"0";"4";"0";"0";"";"";"0";"";"0";"2";"0";"0";"0";"0";"0";"Nei";"Asfalt, oljegrus";"Ukjent";"50";"Ukjent";"Oslo";"3";"Nei";"Tørr, bar veg";"POINT (261285 6649467)";"Nei";"";"";"";"";"";"";"";"K";"";"V";"Riksveg";"162";"";"";"Vanlig kjørefelt";"Oslo";"301";"Mørkt med vegbelysning";"";"11";"Ukjent";"Ukjent";"";"Vegstrekning utenfor kryss/avkjørsel";"1";"Tettsted";"UID1000258657";"Torsdag";"Yrkesdøgn";"2012-11-15";"23:17:00";"Påkjøring bakfra";"Samme kjøreretning";"Ulykke mellom kjøretøy med samme kjøreretning";"Nei";"12";"Vanlig veg/gate";"";"God sikt, opphold";"20000";"2012";"Oslo";"301";"Oslo";"3";"RUTE3 2014-2023 / 2018-2029";"0303 RIKSVEGER OSLO 2016-2021,Drift Elektro veglyskontrakt Oslo og Akershus,9104 Oslo-Gardermoen 2021-2026,9151 Stor-Oslo veglys 2023-2027,9151 Stor-Oslo veglys 2021-2023,Vegoppmerking Oslo 2021-2023,Drifts- og vedlikeholdskontrakt for signalanlegg i Region øst 2018-2022,9161 Oslo Elektro 2023-2028";"RV162 S1D1 m4648";"Riksveg";"Eksisterende";"162";"1";"1";"4647,669";"4647,669";"625518";"0,30591786";"0,30591786";"";"";"enkelBilveg";"0";"716:517870982,716:519260555,716:655792433,716:706974833,716:795659926,717:517870708,717:519260318,717:655792234,717:706974637,717:795659743,880:600163256";"571:370768372,571:370768375";"POINT Z(261289.309 6649464.641 4.183)"
"373925700";"570";"1";"1";"2012-12-21";"";"2023-01-25T14:48";"";"";"0";"0";"";"2";"1";"5";"0";"0";"";"";"0";"";"0";"1";"0";"0";"0";"0";"0";"Nei";"Asfalt, oljegrus";"Ukjent";"50";"Ukjent";"Oslo";"3";"Ja";"Delvis snø / isbelagt veg";"POINT (262672 6649226)";"Nei";"";"";"";"";"";"";"";"K";"";"V";"Riksveg";"162";"";"";"Vanlig kjørefelt";"Oslo";"301";"Dagslys";"";"12";"Ukjent";"Ukjent";"";"Vegstrekning utenfor kryss/avkjørsel";"-6";"Tettsted";"UID1000259174";"Fredag";"Yrkesdøgn";"2012-12-21";"09:19:00";"Fotgjenger krysset kjørebanen i gangfelt utenfor kryss";"Fotgjenger/akende";"Fotgjenger krysset kjørebanen";"Nei";"16,2";"Vanlig veg/gate";"";"God sikt, opphold";"23300";"2012";"Oslo";"301";"Oslo";"3";"RUTE3 2014-2023 / 2018-2029";"0303 RIKSVEGER OSLO 2016-2021,Drift Elektro veglyskontrakt Oslo og Akershus,9104 Oslo-Gardermoen 2021-2026,9151 Stor-Oslo veglys 2023-2027,9151 Stor-Oslo veglys 2021-2023,Vegoppmerking Oslo 2021-2023,Drifts- og vedlikeholdskontrakt for signalanlegg i Region øst 2018-2022,9161 Oslo Elektro 2023-2028";"RV162 S1D1 m2453";"Riksveg";"Eksisterende";"162";"1";"1";"2452,864";"2452,864";"625516";"0,79743467";"0,79743467";"";"";"kanalisertVeg";"0";"716:517870977,716:519260550,716:655792428,716:706974830,716:795659923,717:517870706,717:519260316,717:655792232,717:706974634,717:795659741,880:600163254";"571:373925699,571:373925702";"POINT Z(262673.422 6649229.368 4.149)"
